,content
3069,"Very good app with great, easy and friendly UI. It works flawless on offline mode!Everyday reminder is back. I miss a dark theme UI but in general is gorgeous. Bravo!"
3070,Very easy to use
3071,Love it
3072,I have been using this app since 2015. Such an awesome and tremendously useful app. Every feature is absolutely easy and convinient to use
3073,"Great, simple finance management app. The calendar view is ideal as it allows me to see what days I have payments and how much money I have left at the end of each month."
3074,Great app. Using it for the last 3 years. Loved it. Absolutely great concept. The expense calendar.
3075,"Awesome. For me there is no better way to budget than using a calendar. The fact that it is also available online via a computer, makes this a must have. Sure, the app is missing a few bells and whistles, but it does what it is meant to do! I can finally step away from my Excel budget!"
3076,Love it!
3077,"The concept and execution of this app is brilliant. As someone who moved out for the first time it gives me insights not only on my budget, but also the savings I can have days, weeks, months into the future if I'm careful with my spending. Extremely simple and minimalistic but accomplishes a lot - it also does the basics really well. Despite the name, no currency here so anyone from any country can use it comfortably. Requests: Dark Mode theme, Widgets (even just 1 quick add expenses/income)."
3078,"Really intuitive, simple, easy to use, clear. I like it."
3079,"This has helped me so much in keeping things organized with my bills. As long as you keep up with the app, you can easily keep a good record and stay aware of future weeks."
3080,How is there an app like this giving solutions to problems even before we have them??? Super!!!!!!!!!!!!!!!!!!
3081,Just what I needed! 💪🏻
3082,Excellent forcast calendar.
3083,Works perfect. Calendar app for finances that lets you see all you incoming and outgoing expenses for any given day/week. Allows you to budget and see what future savings will look like if you stick to it.
3084,"It works as it is supposed to, but make sure to still check your accounts in case you forget to add something. It's been very helpful."
3085,Excellent app to control your personal economy. I recommend!
3086,Looove this app
3087,"This app is a great way to get ahold of your finances. Set up your recurring credits and debits to your account, and schedule any anticipated payments you know about. You'll be able to accurately predict what your account will look like at any given future date. I personally use it to schedule credit card payments, so that I can meet utilization goals in 2020. As a tip, try setting a daily ""allowance"" transaction for things like food, that way you can factor that estimate into your budget. A+"
3088,"I absolutely love this app. I've tried other finance apps like Mint, but this is by far better in my opinion. I really enjoy how you can do so many customizations to accounts. I've been logging my transactions in this for over a year and a half now."
3089,Best app to track spending but you have to be discipline
3090,"Love It! Very easy to use. Simple. Has back up, email statements and you can take pictures of receipts. Also keeps track of future transactions in a calendar. I'm happy with it."
3091,I love this app. I can be as detailed as I want. I can see where I'll be financially further down the road. I don't like manually tracking every expense so I just update the balance manually every day based on my account balance. Being able to add a bill and just set it to repeat monthly forever is so great. You can also view it in browser.
3092,"Love this app - the calendar method is by far the best. However, a feature request: I need the app to be able to view multiple calendars at once (like the web app can). Until then, I'll be using the desktop version. oh, and a request for both platforms: add an ability to run a date search based on account balance range (i.e. show me all days in thr next 3 months that my forcasted balance is less than or equal to $100). keep up the great work, team!"
3093,Serve the purpose
3094,I love this app. so simple and useful.
3095,Nice and useful app. Good job.
3096,"I just can't get this app to work well. I loved the classic dollarbird, but this new version just doesn't work. It works, but not reliably. And I can't use it then. I don't want to track my expenses and have them disappear or appear twice, especially not when it's 2am and I'm not in the best shape to be thinking of that. :) Please just make sure your app works offline. Then, every once in a while, sync. How often people use this app on more than one device? 1. When they change their phone 2. Sometimes through the website (I don't even know how the website looks like. Never used it) I think I'll just go back to dollarbird classic. I need stability more than cloud. Please fix you app. Other things that don't work: things randomly change order. How hard is it to just sort things? Even alphabetically would do. Things disappear when you add/remove other things on the same day. You need to wait for the sync. I hate waiting. And phones are not meant to always have super fast internet."
3097,The best and easiest way to handle my finances
3098,very useful app
3099,Wow! finally found the app that i need. Now can you add dark theme for the calendar? That would be great
3100,"Doesn't bother you for details, no notifications, no ads, simple and clean interface. Almost too good to be true, it's rare to see an app that does exactly what I want it to do."
3101,"cea mai comodă aplicatie pentru finanate, 5 stele"
3102,Awesome !
3103,"This is an awesome application to keep track of financial records, user friendly and responsive."
3104,best Apps
3105,"My favorite money management app, since time then i usde iPhone. It's called DB Classic"
3106,"Simple is best, this app is great at just showing you an overview of what you have coming in and going out across the month. The calendar view is by far the best way to manage finances I feel. The only improvements I would suggest would be synchronisation between your phone's calendar and the apps and I wish transfers between the in app calendars would sync properly."
3107,"It's very easy to use, other apps just look like a spreadsheet I could draw at home and do my own maths."
3108,UPDATE: The app is indeed fully functional again and no longer glitchy! This has been my favorite budgeting app for many months now after trying out at least 7 of the top rated ones. I loved this app for its simplicity and smooth and clever calendar UI.
3109,"It was good until they updated it; now it freezes and won't update transactions properly. Time for a new app, I guess. edit: They did indeed fix the issue. Now that it is fixed, this app is worthy of 5 stars. It is a great financial tracking app but the part I love the most is the running balance that it has which many others do not have. This is why I use this particular app."
3110,love this app
3111,I wouldn't use another app to track everything. made simple and easy and so far it's been a great experience even using the free version.
3112,I really like how easy it was to set up my budget and know in real time how much money I have on hand. I had an issue with the app so I emailed them and had a response right away from an actual person. They worked with me until the issue was resolved. Fantastic app!
3113,I've been using this app for over a year now and it's been absolutely essential. I don't know what I'd do without it. I like that it doesn't have to sync with my bank account; that feels unsafe to me.
3114,This is the best personal finance app I've come across till date. Kudos to the team.
3115,Very helpful in managing my expenses
3116,Amazing ! From the day I installed i can know the money inflow and outflow ... Helps making expense for productive stuffs ! Loving it
3117,Not a bad app for couples sharing finances
3118,"I love the app and the calendar view. The web version has more detailed 
graphics for visualizing your cash flow. This app is perfect if you want to 
take control of your money."
3119,"Its brilliant! The interface is refreshing. No frills, easy to use, to the 
point!"
3120,"Hello fellas, I love your app specially because of the calendar. The only thing I miss is a widget to check it faster. If by any chance you decide to add a simple widget showing the calendar and the plus symbol to add an expense (similar to the calendar widget of Android with the plus symbol t schedule new tasks), I would be really happy."
3121,"Does exactly what it says it does and does it well. Makes me more 
accountable for my finances over an automated system. Really wish it had a 
dark background setting. Would recommend to a friend."
3122,Fantastic app...heard of it on Citi FM in Ghana and decided to try.
3123,Brilliant !!! what did I just found! Looks brilliant!
3124,"Is the app having trouble right now? I love dollarbird and i use it daily. 
Problem is it wont show me the mothlty totals for the expense and income"
3125,Like stumbling upon a diamond in the dirt. Worth it
3126,Super
3127,"Love it. A fantastic simple to use app to track finances and future 
projections. The low score surprised me as it is much more than I expected, 
and is exactly what I didn't know I needed!"
3128,Smart.
3129,Calendar based budgeting seems to work best for me this app works great and very easy. Looking forward to Future feature updates
3130,Exactly what i was looking for to easily keep track of my accounts. Allows items to be repeated which is handy so i don't have to enter them manually each month. The end of day reminder is a nice touch so i can remember to keep the calendar up to date.
3131,"Love this app!!! Has made keeping track of my spending so much easier, and with a very visually pleasing UI.  One request: You guys should push out an iPad version of the app!!"
3132,"I would like to thank this app for saving my 100$. Because this app, i can detect a mistake in a purchase being done."
3133,Very easy to use.  Love the simplicity of it.  Don't change anything.  And keep it free for personal users please.
3134,So far so great!
3135,"I just started using this app after searching online for best rated budget apps of 2018, Dollar bird was on the list. So far I love it,  easy to navigate, overall visual of your spending with a calendar stating how much money you have in each day of the month. I also like the option of setting up recurring payments, color coordination, and daily reminders to add your expenses to the app.  Great for visual learners in my opinion! No problems yet with the app so will give it a 5 🌟 rating."
3136,It is a great app for checking my finances
3137,This is the most flexible and useful way to see the instantaneous effects of your budgeting at any point in time.
3138,"Best finance app out there. Sure, there's a lot to get better but this is the way I want to track my expenses."
3139,It works perfectly for what I want. It's very easy to track expenses and categorize things. I like the Simplicity of it. It doesn't try too hard to do a bunch of stuff I don't need.
3140,"DollarBird really gets my needs. I have tried SO MANY budget apps. No other has provided such a clear overview. I wanted to add what my reoccurring bills were and my salary and get a clear answer as to how much I would have left over to put into savings / pay off debt at the end of the moth. Thank you DollarBird, I can finally stop my search 😉♥️"
3141,Perfect
3142,Very good app to manage and having track of  personal expenses and investment....A good habit and everyone must have it..... I must say it's very user friendly with cloud facility.....thumbs up 👍👍👍
3143,"I don't understand all the negative reviews, the app is great. It could load stuff a bit faster but you are paying 0$ for 99% of the content so it's not a big deal."
3144,"Been using the classic version for awhile and finally got around to migrating. I'm glad it's still in calendar format and it looks pretty great so far! Some people have commented that it takes more clicks or something to update transactions but I don't feel any different. I think it still serves the function just fine- I like how the label predicts based on past transactions, that's helpful. I'm also extremely grateful that we can change the week to start from Sunday. Thank you very much and all the best to the team for the new updates and everything! Quick question- I can uninstall DB classic now that I've completed the migration right? Edit- Thank you for the response! And alright, I'll do that!"
3145,Very clean interface.  Great month view budget
3146,Very useful app. Simple and easy to use. Five stars !!!
3147,"The one and only personal finance tracker that works for me. I guess it's because of the calendar interface. Simple, neat UX, love the web app too."
3148,Best app for budget management.
3149,Love the app! Really like the fact that you are not forcing us to get used to a completely new experience but instead of that you displace an existing experience everyone is familiar with (creating a calendar entry)
3150,"Tried a lot of personal finance managers, and this one is the only one with a system that makes sense to me."
3151,Easy to use
3152,Love it!
3153,Hands down the best personal finance app I have ever used. 👍
3154,Wow! The autocategorization is awesome!
3155,Best personal finance app ever!
3156,"Not without its quirks and frustrations, but as far as I know it's one of the only envelope budgeting apps that automatically syncs your bank transactions (YNAB is the other). I've used it for many, many years and find it indispensable to managing our finances using the envelope budgeting method."
3157,"May 2021: I wanted to update and say that over the last year Mvelopes has worked phenomenally. I highly recommend this app for those who follow Dave Ramsey, but can manage a credit card and only use credit for based on what is in the bank. This allows the best of both worlds: sticking to a budget and never actually adding any new debt, but at the same time getting credit card rewards. I highly recommend this for anyone following Mr. Money Mustache, The Money Guy Show, FIRE, etc., so you can have a tight budget and stick to it. May 2020: Working great now that a few bugs were ironed out. Love Desktop access on the PC as well."
3158,"This app has completely changed my outlook on money and finances. I'm not scared to look at my bank account anymore, nor do I worry about spending money. I know exactly what my money is doing and where it is. Love this amazing app."
3159,"After adding my bank account, transactions got downloaded which inassign to envelope. This seems to be so easy on the envelope I can budget my expenses and actual funds with deposit transactions. Nice App!!!"
3160,This is exactly what I needed to get control of my finances. It takes a bit of time to get started but it is well worth it.
3161,Excellent budgeting app I was looking for. Can manage all expenses at one place. Good app to track expenses.
3162,Really awesome and amazing app. I able to track all my financial activities and able to save my hard earned money.
3163,Best app for budgeting. Easy to use budget managing app.
3164,One of the best budget apps I have ever used. Helped me to gain control over the flow of money. By using this app I realized how much money I was spending as unnecessary expenses. It took me sometime to get used to it but it was worth the time spend. I decided to upgrade to plus version to get full advantage of the app.. thank you mvelopes.
3165,"Nice interface, easy to use the app !!"
3166,"I love mvelopes on my laptop and this app just adds more convenience. I'm aMvelopes user for 10 years. Life changing. Mv5 (current version) is now fabulous. The old version (mv4) was slow so I tried four other money mgt programs and always missed features or layout options that mvelopes had. Now we have Mv5 which is super... it's simplicity and features blew ynab, everydollar, quicken and banktivity out of the water when actually using each. Well done mvelopes. So easy."
3167,Supper app for budgeting daily expenses !
3168,"A big app which has plenty on features, Initially it takes some time to find out what to do (Which happens to many apps but here ""help"" section does provide path to learn) If used precisely budget and funding goes better and better, Great app this :)"
3169,"Great app for budget, Help to save money with construction of spending and funding plan. Has offline account feature so even when issue with bank connection this account easily help import all transaction with QFX, They are missing few features from MV4 but soon they will be on app I believe!!!"
3170,I am using this app from past few months and started loving it. Initially they charge for subscription but worth to pay as I am able to download my bank transaction with connecting my FI from the app. Easy to cancel from App store whenever required.
3171,"Love the Mvelopes app, cool old school envelope budgeting system. Bank connectivity, Funding Plan, Reports and much more features inside the app. Worth a try!!"
3172,Seamless connection with bank. No issues assigning the transactions. It helps calculating account balances and then budget. Tremendous app.
3173,"Great tool... I'm using it for a month now, efficient way to track money expenses and save using planning features."
3174,One of the great budgeting application and very user friendly!
3175,"Looks awesome to me. After migration to mv5, it's a great experience."
3176,Best budgeting app. Does a great job of keeping us on track.
3177,Mvelopes is really a useful application it helped me a lot for managing all my finances.
3178,Been using Mvelopes for a year. It's the best system for managing our money. Recommended to all
3179,"""Best app used so far for budget!!"""
3180,"My family has been using Mvelopes for decades. So, this budgeting tool is our lifeline in tracking expenses. Despite a constant change in technology from the Bank side, Mvelopes is always quick to adjust and establish the communication with Bank back. Also, I love the Manual importing transactions feature which allows us to be on the top of our Budgeting even if our Bank is making hard to communicate. So, yes, Mvelopes is an integral part of lifestyle now!!!!"
3181,"App that support finance and account and help and guide user to pay down their debts, Helpful overall !!!"
3182,One of the finest tool I am using to track my expenses.
3183,Excillent budgeting App!!
3184,Nice product to manage budget.
3185,"Best app I have ever used, Simple UI fast transaction assignment, planning budget with Income addition are very useful. Will suggest to use it worth a try."
3186,Great app. Budgeting becomes very easy with mvelopes. It's user friendly too !!
3187,"I wish I would have tried this app years ago! I have been using the free envelope apps. They are ok but it was easy to forget to add something, plus I had problems altering my budget. This automatically tells me when money is deducted from my account :) no possibility of forgetting. It is also linked to my credit card so it's easier to monitor my progress in getting it paid off :)"
3188,"This app is the best of both worlds between envelope budgeting and linked accounts. It took me a little time to figure out how to manage the debt accounts and corresponding envelopes. The small modest fee each month is worth it, for it saves me quite a bit of time compared to how I used to budget. The budget planning feature is a time saver as well and fairly intuitive to setup. I have read some of the negative reviews but it is working almost flawlessly for me."
3189,"Fantastic budgeting app, It lets user to connect with their FI / Banks and let us budget, plan and track spending."
3190,Very good app !!
3191,"I've been an envelopes user for many years now, and I love the way it helps me not only budget for the present but also plan for the future."
3192,"I have been using this app for several years, and it makes keeping track of my accounts and transactions so simple. If you are looking for a way to apply the principles of Financial Peace University in a digital way or just want to make sure you are sticking to your monthly budget, this app is a great tool. Please be aware that a subscription is required, but the fee is reasonable."
3193,"I had the goal to improve my family budget. This app has helped me immensely because of its simplicity and overall user experience. I recommend it to anyone looking to improve or succeed with their budgeting needs, no matter what they are."
3194,"Love the app. It gets transactions from your online accounts. Also, UI is cool and user-friendly. Life saver for me and my family in terms it helps to control the budget."
3195,This app has changed my life. I have tried other budgeting applications but never with the same amount of success that Mvelopes has given me. Calls with Mvelopes always goes smoothly and the people are so helpful. I would recommend this budgeting app to anyone.
3196,"I've been envelope budgeting for years, when I found Mvelopes I was a bit skeptical trying to manage my funds online, but I have found Mvelopes to be one of the most helpful apps I've ever used. I've reached and surpassed many of my financial goals by using Mvelopes. It's easy and gives me control and confidence over my finances."
3197,"Great program, but they seem to be having a challenge with the rollout of the new website and syncing with the app. Update: looked at another response and sideloaded the app and it now seems to be working."
3198,"a literal lifesaver! Over the last 8 years I have been able to make an actual savings and wealth while paying off all of my debt thanks to this system. It takes a moment to get used to, but at 25 being debt free and about to buy a house is a win!"
3199,I reviewed several different budgeting apps and this one was by far the best. This app does exactly what I used to do in Excel but it is all automatic and saves me so much time.
3200,I appreciate being able to quickly I can allocate my income and assign my expenditures a budget category. It is always a challenge to learn a new program but this one is worth it.
3201,"Finally a budget app that works for me. Entries take just a few seconds, and I know immediately how I'm doing."
3202,Excellent customer service with live chats and electronic support!!! Roderick has helped me a couple times and is phenomenal.
3203,"Best Budgeting app, Easy to use so works for me."
3204,There are still some bugs to be worked out but so far my experience with customer service and help maximizing use of the app has been excellent.
3205,"Very impressed! Their direct connection to CapitalOne has been particularly helpful, and I love the new UI they just rolled out."
3206,The notifications about new transactions to reconcile is so convenient. It helps me stay on top of my budget every day.
3207,"I have been using Mvelopes for years and appreciate the staff that is always nice, friendly, and even answers my dumbest of questions with respect and professionalism. I really enjoyed the one on one coaching as well. Made a big difference for me on my journey."
3208,Love it! We went from using Goodbudget along with Moneydance but have replaced both with this. How did we ever manage our finances without Mvelopes?
3209,Nothing can budget money quite the way that mvelopes does!
3210,Very helpful in using a cash envelopes system BUT digitally and without the hassle of withdrawing cash each week and carrying it around.
3211,This app has worked well for my family to keep us on budget and see where we need to make cuts to gain savings.
3212,The best thing since sliced bread. Great for financial planning and achieving/living a debt free lifestyle.
3213,"Love it, helped me get into a habit of checking my finances every day with ease!"
3214,This app is awesome. Helps us know exactly how our money is being spent and stay on budget.
3215,I love that I can connect my capital one and usaa accounts directly. So many apps struggle with these banks.
3216,Using mvelopes system has changed my life. It has allowed me pay off some debts that I have been struggling with. I also have money for travel when cova let's up.
3217,I love being able to look at my budget at a glance in my phone! It's very helpful.
3218,love this app! it helps keep our budget in line.
3219,very helpful budgeting app. slight learning curve but VERY worth it!
3220,I liked the add income and funding plan feature.
3221,Excellent expense and budget tracking tool!
3222,"So far is the best budgeting app I've used, after trying many."
3223,Good budgeting app
3224,This app is by far the best budgeting app of its class.
3225,It just works. It makes it so much easier to stick to a budget
3226,Mvelopes is a helpful and intuitive app!
3227,Excellent tool for budgeting!
3228,The provided side-loaded app version worked.  Thanks.
3229,by far the best budgeting app!
3230,Mvelopes is a great way to budget and manage my finances.
3231,Helps to stay on budget.
3232,Love it! Super easy to use.
3233,Alexis and Desmond both helped me understand Mvelopes and how beneficial it is to keep my affairs organized. I believe the should both receive a raise immediately. - Sincerely Dario Gonzales
3234,"I love it because it makes me aware of where my money is going and helps me save, save, save."
3235,Intuitive and effective.
3236,Been using this software for six years. Can't imagine life without it.
3237,awesome budgeting tool!
3238,Great budgeting app
3239,love it! easy to use
3240,Good way to manage money
3241,great for the dave ramsey method
3242,Mvelopes is a great budget app
3243,Does a great job of keeping us on track!
3244,after the learning curve ...💯
3245,Best in Market !!!!
3246,It's just like the paper envelopes my mother used.
3247,Great app 👌
3248,Great app
3249,Nice app
3250,It's looking cool as UI and it's helping a lot to grow financially.
3251,I have been using Mvelopes for more than 10 years. The budgeting helped us pay off our house in six years and become totally debt free. It has enabled us to plan for an early retirement. Before using Mvelopes our finances were very difficult to track and we had no idea where our money was going. Now it only takes a few minutes each week to move spending into the budget envelopes and i can see instantly where we stand with each spending category.
3252,"I have been using Mvelopes for 4 years now. By budgeting my money with Mvelopes, I have been able to save for school, a wedding, vacations, and medical expenses without having to take out a loan! Mvelopes has empowered me to control my money rather than letting it control me. I highly recommend it!"
3253,Easier and faster to use than the website for categorizing transactions.
3254,Mvelopes is a great tool to budget and track expenses.
3255,The best!
3256,"Not without its quirks and frustrations, but as far as I know it's one of the only envelope budgeting apps that automatically syncs your bank transactions (YNAB is the other). I've used it for many, many years and find it indispensable to managing our finances using the envelope budgeting method."
3257,This is exactly what I needed to get control of my finances. It takes a bit of time to get started but it is well worth it.
3258,Excellent budgeting app I was looking for. Can manage all expenses at one place. Good app to track expenses.
3259,Very good app !!
3260,Nice App
3261,"Nice interface, easy to use the app !!"
3262,Really awesome and amazing app. I able to track all my financial activities and able to save my hard earned money.
3263,"""Best app used so far for budget!!"""
3264,Great app 👌
3265,Supper app for budgeting daily expenses !
3266,"May 2021: I wanted to update and say that over the last year Mvelopes has worked phenomenally. I highly recommend this app for those who follow Dave Ramsey, but can manage a credit card and only use credit for based on what is in the bank. This allows the best of both worlds: sticking to a budget and never actually adding any new debt, but at the same time getting credit card rewards. I highly recommend this for anyone following Mr. Money Mustache, The Money Guy Show, FIRE, etc., so you can have a tight budget and stick to it. May 2020: Working great now that a few bugs were ironed out. Love Desktop access on the PC as well."
3267,Best app for budgeting. Easy to use budget managing app.
3268,"After adding my bank account, transactions got downloaded which inassign to envelope. This seems to be so easy on the envelope I can budget my expenses and actual funds with deposit transactions. Nice App!!!"
3269,Alexis and Desmond both helped me understand Mvelopes and how beneficial it is to keep my affairs organized. I believe the should both receive a raise immediately. - Sincerely Dario Gonzales
3270,"This app has completely changed my outlook on money and finances. I'm not scared to look at my bank account anymore, nor do I worry about spending money. I know exactly what my money is doing and where it is. Love this amazing app."
3271,One of the finest tool I am using to track my expenses.
3272,Seamless connection with bank. No issues assigning the transactions. It helps calculating account balances and then budget. Tremendous app.
3273,Been using Mvelopes for a year. It's the best system for managing our money. Recommended to all
3274,Great app
3275,Nice app
3276,I liked the add income and funding plan feature.
3277,One of the best budget apps I have ever used. Helped me to gain control over the flow of money. By using this app I realized how much money I was spending as unnecessary expenses. It took me sometime to get used to it but it was worth the time spend. I decided to upgrade to plus version to get full advantage of the app.. thank you mvelopes.
3278,"Great tool... I'm using it for a month now, efficient way to track money expenses and save using planning features."
3279,"Great app for budget, Help to save money with construction of spending and funding plan. Has offline account feature so even when issue with bank connection this account easily help import all transaction with QFX, They are missing few features from MV4 but soon they will be on app I believe!!!"
3280,"A big app which has plenty on features, Initially it takes some time to find out what to do (Which happens to many apps but here ""help"" section does provide path to learn) If used precisely budget and funding goes better and better, Great app this :)"
3281,"App that support finance and account and help and guide user to pay down their debts, Helpful overall !!!"
3282,I am using this app from past few months and started loving it. Initially they charge for subscription but worth to pay as I am able to download my bank transaction with connecting my FI from the app. Easy to cancel from App store whenever required.
3283,Mvelopes is really a useful application it helped me a lot for managing all my finances.
3284,Good budgeting app
3285,"Best app I have ever used, Simple UI fast transaction assignment, planning budget with Income addition are very useful. Will suggest to use it worth a try."
3286,"Love the Mvelopes app, cool old school envelope budgeting system. Bank connectivity, Funding Plan, Reports and much more features inside the app. Worth a try!!"
3287,Great app. Budgeting becomes very easy with mvelopes. It's user friendly too !!
3288,"Best Budgeting app, Easy to use so works for me."
3289,One of the great budgeting application and very user friendly!
3290,Nice product to manage budget.
3291,"Looks awesome to me. After migration to mv5, it's a great experience."
3292,"My family has been using Mvelopes for decades. So, this budgeting tool is our lifeline in tracking expenses. Despite a constant change in technology from the Bank side, Mvelopes is always quick to adjust and establish the communication with Bank back. Also, I love the Manual importing transactions feature which allows us to be on the top of our Budgeting even if our Bank is making hard to communicate. So, yes, Mvelopes is an integral part of lifestyle now!!!!"
3293,Excillent budgeting App!!
3294,"I love mvelopes on my laptop and this app just adds more convenience. I'm aMvelopes user for 10 years. Life changing. Mv5 (current version) is now fabulous. The old version (mv4) was slow so I tried four other money mgt programs and always missed features or layout options that mvelopes had. Now we have Mv5 which is super... it's simplicity and features blew ynab, everydollar, quicken and banktivity out of the water when actually using each. Well done mvelopes. So easy."
3295,Best budgeting app. Does a great job of keeping us on track.
3296,Nothing can budget money quite the way that mvelopes does!
3297,"I've been an envelopes user for many years now, and I love the way it helps me not only budget for the present but also plan for the future."
3298,Best in Market !!!!
3299,"Fantastic budgeting app, It lets user to connect with their FI / Banks and let us budget, plan and track spending."
3300,It's looking cool as UI and it's helping a lot to grow financially.
3301,"Love the app. It gets transactions from your online accounts. Also, UI is cool and user-friendly. Life saver for me and my family in terms it helps to control the budget."
3302,I appreciate being able to quickly I can allocate my income and assign my expenditures a budget category. It is always a challenge to learn a new program but this one is worth it.
3303,Excellent expense and budget tracking tool!
3304,Easier and faster to use than the website for categorizing transactions.
3305,I have been using Mvelopes for more than 10 years. The budgeting helped us pay off our house in six years and become totally debt free. It has enabled us to plan for an early retirement. Before using Mvelopes our finances were very difficult to track and we had no idea where our money was going. Now it only takes a few minutes each week to move spending into the budget envelopes and i can see instantly where we stand with each spending category.
3306,"I had the goal to improve my family budget. This app has helped me immensely because of its simplicity and overall user experience. I recommend it to anyone looking to improve or succeed with their budgeting needs, no matter what they are."
3307,"I have been using Mvelopes for 4 years now. By budgeting my money with Mvelopes, I have been able to save for school, a wedding, vacations, and medical expenses without having to take out a loan! Mvelopes has empowered me to control my money rather than letting it control me. I highly recommend it!"
3308,It just works. It makes it so much easier to stick to a budget
3309,"I've been envelope budgeting for years, when I found Mvelopes I was a bit skeptical trying to manage my funds online, but I have found Mvelopes to be one of the most helpful apps I've ever used. I've reached and surpassed many of my financial goals by using Mvelopes. It's easy and gives me control and confidence over my finances."
3310,"Very impressed! Their direct connection to CapitalOne has been particularly helpful, and I love the new UI they just rolled out."
3311,I love that I can connect my capital one and usaa accounts directly. So many apps struggle with these banks.
3312,Mvelopes is a great way to budget and manage my finances.
3313,"This app is the best of both worlds between envelope budgeting and linked accounts. It took me a little time to figure out how to manage the debt accounts and corresponding envelopes. The small modest fee each month is worth it, for it saves me quite a bit of time compared to how I used to budget. The budget planning feature is a time saver as well and fairly intuitive to setup. I have read some of the negative reviews but it is working almost flawlessly for me."
3314,Using mvelopes system has changed my life. It has allowed me pay off some debts that I have been struggling with. I also have money for travel when cova let's up.
3315,Intuitive and effective.
3316,The best!
3317,Mvelopes is a great tool to budget and track expenses.
3318,Good stuff
3319,Love the new features!
3320,Mvelopes is a great budget app
3321,Great budgeting app
3322,"Finally migrated to mvelopes 5 April 1, 2020. No issues with migrating and everything working great now! Love this app and budget system!"
3323,"Been using for over 10 years... My go to app... Has made budgeting and monthly bills a breeze, highly recommended! A bit of a learning curve. But once you have it down you won't regret it."
3324,Excellent tool for budgeting!
3325,Excellent customer service with live chats and electronic support!!! Roderick has helped me a couple times and is phenomenal.
3326,Has helped tremendously to keep my family on budget. Both android & PC platforms are user-friendly.
3327,Love it! We went from using Goodbudget along with Moneydance but have replaced both with this. How did we ever manage our finances without Mvelopes?
3328,"Have used mvelopes for years now. It's an essential tool in the management of my personal finances. And with version 5, the interface and speed are even better. ."
3329,There are still some bugs to be worked out but so far my experience with customer service and help maximizing use of the app has been excellent.
3330,This app has changed my life. I have tried other budgeting applications but never with the same amount of success that Mvelopes has given me. Calls with Mvelopes always goes smoothly and the people are so helpful. I would recommend this budgeting app to anyone.
3331,Mvelopes is a helpful and intuitive app!
3332,"So far is the best budgeting app I've used, after trying many."
3333,Have been with mvelopes since they started. Keep improving. Both online and now the new app update shows they have arrived. Best budgeting system available handsdown.
3334,"a literal lifesaver! Over the last 8 years I have been able to make an actual savings and wealth while paying off all of my debt thanks to this system. It takes a moment to get used to, but at 25 being debt free and about to buy a house is a win!"
3335,very helpful budgeting app. slight learning curve but VERY worth it!
3336,"Finally a budget app that works for me. Entries take just a few seconds, and I know immediately how I'm doing."
3337,after the learning curve ...💯
3338,very useful
3339,Very helpful
3340,"Great program, but they seem to be having a challenge with the rollout of the new website and syncing with the app. Update: looked at another response and sideloaded the app and it now seems to be working."
3341,The provided side-loaded app version worked.  Thanks.
3342,Highly convinient
3343,This app is by far the best budgeting app of its class.
3344,I love being able to look at my budget at a glance in my phone! It's very helpful.
3345,by far the best budgeting app!
3346,love this app! it helps keep our budget in line.
3347,Nice app..
3348,"Love it, helped me get into a habit of checking my finances every day with ease!"
3349,The best thing since sliced bread. Great for financial planning and achieving/living a debt free lifestyle.
3350,The notifications about new transactions to reconcile is so convenient. It helps me stay on top of my budget every day.
3351,"I have been using Mvelopes for years and appreciate the staff that is always nice, friendly, and even answers my dumbest of questions with respect and professionalism. I really enjoyed the one on one coaching as well. Made a big difference for me on my journey."
3352,This is a great app to help budget your money.
3353,Love tracking my money electronically. Makes it seem effortless.
3354,Been using this software for six years. Can't imagine life without it.
3355,love it! easy to use
3356,Perfect for minimal expenses tracking. Its simple and functional what I needed. UI is really good. No extra overload of features which are useless imo for any expense tracking. Love this app.
3357,"I think the app is great but i would just like the option of creating our own category because you can't actually predict what kind of category we would want. Please give us such an option. Other than that, it is just an incredible experience."
3358,Excellent user interface!
3359,"Guys! Work on it, I belive in you!"
3360,"Grt app, nice UI. Update is supercool. Much more options to monitor your expenses."
3361,Great work...keep it up
3362,This is a great app..i have no words to explain how great it is.  I became a fan of this app. Really mind blowing creation.. Im lucky to use this app.. Awesome ..
3363,Great job brotha
3364,Nice app
3365,Nice app
3366,Superb App
3367,Good
3368,Perfect for minimal expenses tracking. Its simple and functional what I needed. UI is really good. No extra overload of features which are useless imo for any expense tracking. Love this app.
3369,"I think the app is great but i would just like the option of creating our own category because you can't actually predict what kind of category we would want. Please give us such an option. Other than that, it is just an incredible experience."
3370,"Grt app, nice UI. Update is supercool. Much more options to monitor your expenses."
3371,Excellent user interface!
3372,Nice app
3373,"Guys! Work on it, I belive in you!"
3374,Great job brotha
3375,Good
3376,Superb App
3377,This is a great app..i have no words to explain how great it is.  I became a fan of this app. Really mind blowing creation.. Im lucky to use this app.. Awesome ..
3378,Nice app
3379,Great work...keep it up
3380,This is app is awesome. Such an easy way to save up for a goal without noticing you are saving. Definitely recommend especially because it is customizable from rounding up to the dollar and higher amounts depending on your budget. Only downfall is it can take a while to come out of your checking out so you ha e to pay attention to the app and what funds are pending so you don't get hit hard.
