,content
2384,"The ideas behind the app are sound and the simplicity is really nice, but upgrading adds little to no additional features. It took several months to not require manually reconnecting banking information, there was a bug that caused some duplication of transactions (that has yet to be cleaned up) and generally a lack of some basic features make this app little better than a spreadsheet. The main reason I am deleting is due to the horriblely non responsive customer service."
2385,"Do not recommend. This app has become unusable for me starting July, where my Chase credit card transactions will appear, disappear for a week, then maybe come back. This makes it so that the calculated expenses per month unreliable. They are blaming it on the Chase API and/or the 3rd party that returns duplicate transactions. Well guess what? I don't care. It's been 6 months and they are just going to let this major bug sit there. It is not usable if you use Chase for anything money related."
2386,"I'm done with this app! So many intermittent glitches that I can't just trust what I see. Oftentimes when you go into one month to look at the breakdown of purchases in a certain category, it shows purchases from a completely different month! For example, I go to January and open up ""groceries"" and it lists November's grocery purchases instead of January's??!! App is always out of sync. I wasted dozens of hours getting months worth of purchases categorized for nothing. Frustrating."
2387,"Can't even use the app. Can't do anything with the app unless you connect your account. It doesn't let me connect my account even though my bank is on their ""most popular"" banks list. Contacted their tech support just to be told ""our data aggregation partners are still working on your issue."" Thanks for trying but it's useless to me. DELETED. Let me know when the problems fixed. I'll update my review. Thanks."
2388,"Would have loved to try it. Unfortunately it forces you to link your financial accounts before you can even set up a budget or really look at the app at all. No way to manually manage an account (such as the cash in your own wallet), which is a feature I need for that anyway, and I also have no interest in linking my financial accounts until I determine whether I even like the app. Bummer"
2389,It was good until the app disconnected from my bank account about a week into use. When I try to send back in it said that my credentials were wrong double check with my bank it was perfectly fine. Send an email to support and still haven't gotten any feedback on it still can't use the app if I don't get help to use the app what's the point of having it?
2390,"I have requested numerous times a full refund for this app which never worked for me and they said, is not possible. To this date there is still an issue with my Chase account that wont sync and numerous issues with missing transactions, etc. I have many tickets opened and none have been resolved. I need a full refund now because I wont be using this app at all. Since day 1 with issues. The support has been poor. Responses take almost a week+. Not acceptable."
2391,"Fairly well designed app with some critical failings, namely the inability to split transactions across categories. Also: customer support does not respond. I made the mistake of buying the premium subscription, thinking it would add multi-category transactions. Developers never responded to several emails."
2392,"Pretty bummed, was super hopeful that this would get me away from spreadsheets. I downloaded this hoping to be able to View a true balance that factors in bills and savings goals. However, for this reason the app was useless. The number provided for daily budget was so far off based on the few parameters entered."
2393,"I enrolled in the free trial and quit using the app. it has been charging me monthly even though I never continued using it after initial setup. this app is a scam, caharging 3.99 a month. I deleted my account and I am hoping that it will discontinue the charges as there was no option to change my subscription service through the app. I am extremely disappointed."
2394,"Could not connect to my bank (102 and 170 errors). Tried every suggestion from their FAQ, my bank website, different browsers. Contacted their customer support and received one automated response they would answer soon but nothing. After 2 weeks, I went with a paid ($10/mo) budget app."
2395,"After contacting support I find out that I have to jump through hoops and it won't be as effective because I, like many in my work situation (retail employee), have a variable income. My hours, week to week, change as my employer schedules me on an 'as needed' basis, so... Won't do me a lick of good."
2396,This app used to be awesome. I'm a premium subscriber but have recently been having constant issues. I've reached out to the developers multiple times without a response. Disappointed.
2397,"I simply cannot get passed the account link phase. I will link account, then says to verify code via text. After that it says it is verifying, will do this for several minutes and suddenly stop. I've done this process about 10 times and no access."
2398,I tried adding accounts. Most wouldn't work even though they were on the list. Tried adding pay manually but it would automatically change the dates to sometime in the future instead of the day I selected. The app didn't work well overall.
2399,"I would love to even try this app but keep getting ""error 102"" connection failure whenever I try to add my bank accounts. Yes, I tried them both and they keep failing. Is there a solution?"
2400,Doesn't have features advertised. It doesn't even have basic things like a consolidation of credit card balance. Its nice to see everything big picture and it doesnt hit this mark.
2401,"Not enough access to all of my accounts. (No PayPal, no Varo Bank.) Income forecasting is ridiculous; assuming that my income is a set unchanging salary. It fluctuates with overtime, holidays, etc. It should work with what I've made and deposited, not an assumed set income amount."
2402,"Horrible experience, the app didn't allow my bank account and their tech team was not the best to deal with. They asked the same questions over and over or were non-responsive. It was a waste of time for me."
2403,"Had to reconnect to banks every day, which takes 5+ minutes. Complete waste of time. Would not recommend. Many other budgeting apps don't have this problem."
2404,The calcualtions are mismatched 2 months in a row(only subscribed for 2 months) due to missing transactions causing uncertainty as to where my finances actually are. This service is not what it was made out to be.
2405,I kept reading these issues have been solved but they haven't. I've had nothing but trouble connecting any and all accounts. Don't bother replying because the app has already been deleted. Why would I want something having this much trouble deal with my finances?
2406,Doesn't connect to my bank. Keep getting aggregation error message. Selected option to contact support and no response. Was excited about this app but I'm deleting it since it's useless if it can't link to my account to track my bills.
2407,"I was excited about this application, but it does not work with Amazon Synchrony bank. I am now obligated to delete everything and find one that does."
2408,It keeps saying my IP address is suspicious. It won't even let me create a new account even when I deleted the app and reinstalled it.
2409,Horrible app that did not deliver promised functions. Now stuck having spent 24 dollars for the premium version of an app that I can't use AND THEY REFUSED TO REFUND ME. HORRIBLE SERVICE AND BAD FOR MANAGING TRANSACTIONS.
2410,Won't even connect to santander. Just gives errors nonstop!!!!!
2411,"This will not connect with 5 out of 6 of my financial institutions. When I contacted support they said it was user error, I was entering the wrong credentials. False, how are my credentials going to work online when I sign into my account and not here? There is a problem with this application. Again when I contacted support letting them know I had verified my credentials (I don't use a password manager, I actually know my account info) they came back with the same answer, my problem. Junk"
2412,Great design poorly implemented. A very disappointing experience. Paying for plus to track Cash bills is a rip off.
2413,Doesn't work properly with Lastpass and gave me errors when I tried to connect my bank accounts. Useless for me unfortunately.
2414,Many other finance apps let you budget without connecting to a bank account. This app does not. No good!
2415,"This app won't connect with my accounts, I get notifications days after a transaction has occurred, and BEWARE: if you delete your account the company will harass you. Steer clear."
2416,"Was excited about this service but i cant even create an account or log in, even on the website. Guess I'll find something else."
2417,"Save your money. Look for another program. One of my MAJOR bank cards, WILL NOT RECONNECT. Support has NOT BEEN ANY HELP. Plus the negative cash dollars in ""your wallet"" does not make any since. This app is a MAJOR LET DOWN. ****RESPONSE****WHEN I PAYED FOR MY YEAR SUBSCRIPTION. IT SYNC'D TO PAYPAL"
2418,Nice design but could not connect to my bank due to an Aggregation error and customer service never respomded.
2419,"Didn't even get started. Can't do anything without connecting your accounts. Want to get in and look at it before setting that up, can't. Uninstalled before even using."
2420,Was great but after the update it had missed A LOT of transactions which makes it pretty useless.
2421,Paid for plus account but now it has stopped syncing with my accounts. No word back from support.
2422,Why every budgeting app wants you to link your back account. Give people the option to use your app with out linking! Uninstalled.
2423,Uninstalled after a week of finding it confusing and useless.
2424,This app is a POS. I couldn't even connect my account.
2425,Doesn't work with One Finance
2426,Doesn't show current info on my bank account I might as well just go off my bank app I see no purpose to this if I can't get current information on my accounts
2427,won't connect to bank anymore and emailing support doesn't do much
2428,Didnt have to wait long to receive an error connction priblem
2429,cant even use the stupid app because it says to update but there is no update feature. wth
2430,complete waste of alot of time. balances never update. these people dont know what they are doing
2431,App doesn't sync info accurately not easy to use
2432,Couldn't even connect to my bank.
2433,My bank account was hacked less that 12 hours after I got the app. Can't figure how to cancel my account on this app. My last review was deleted.
2434,I would like to budget without being forced to link my bank account.
2435,Doesn't work with RBC. Impossible to use.
2436,Required to connect bank accounts.
2437,only works with defined bank accounts. So no.
2438,Could you please add Horizon Credit Union so I can use your app
2439,Can't use without a bank account
2440,Not for me
2441,you have to link your bank accounts....not what i wanted
2442,"how can i delete my account and email? i didnt link my bank yet, but i want to delete my email and not use this app and not have your company have my information."
2443,"Hated, do not installed"
2444,"Best budgeting app out there in my opinion, when it works that is. More often then not, can't connect to my bank. Each time there's an issue with their data provider. You would think that they would switch to a different provider like Plaid, but maybe it's just Canadian banks that keep breaking."
2445,doesnt work
2446,"This app can be described in two words ""Aggregation error."" I used it for nearly a year hoping it would improve, but it's ability to connect to your various accounts is too inconsistent to make it worth it. I'll be looking elsewhere for this service."
2447,"It's been 15 days since it's updated my bank account balance and transactions. 15 days!! What's the point of having an app that tracks your bank accounts if it's not going to do that? That's the one feature that I got this app for and it fails miserably in that ever important aspect.. My bank is Bank of America, so it's not even a small bank."
2448,"Can't run without syncing to a bank account, but they don't offer my bank effectively making it useless."
2449,"If it wasn't so slow, it might be a nice app. What ""shouldn't take more 
than a minute..."" was taking 10. I dont have time to set up each of my 
accounts at 10 mins a piece. Would love to love it but never made it past 
my 1st account setup."
2450,"Nothing simple about it. After importing tons of info, and marking income 
and bills, the app doesn't recognize new transactions properly and doesn't 
count them towards the correct categories. When I try to correct the errors 
it just deletes the category altogether and I have to set it up all over 
again. What's the point of trying to track stuff if I could do it easier on 
paper?"
2451,"Doesn't work unless you have a US bank account that you can link with the 
app."
2452,Useless app. I try to add my income it tells me no transactions found. I try to add a bill it tells me no transactions found. I try to add it manually but I have to upgrade to the plus version. Don't waste your time with this app.
2453,"Won't even let me link my accounts. Waste of time, not bothering with it."
2454,Force you to add bank account
2455,Can't use app without allowing access to bank account. Should not be a necessity.
2456,"Asks me random security questions to connect my bank account, so I can't connect it. Therefore I can't use the app"
2457,"Why pull back existing features from your users, like the more refined categories for expenses, and ask them to pay to get them back? Especially after investing a lot of time into making sure everything was clustered well. This is just terrible user experience… except if you are in the drug dealing business, of course…"
2458,"After installing and connecting to my account, i couldnt add my own bills or expenses. They obky wanted to use what was in my online bank accounts."
2459,"Added my bank just fine, but then failed to add my paypal account. When trying to set up my income sources, it didn't even provide an option to ""add"" any, but instead listed the money deposits from my bank account, assuming those were my only income, and ONLY allowed me to choose from those! So I can't make cash for income? On top of all the INCREDIBLY personal questions it FORCES you to answer to even set it up (net worth, etc), this one is a *HARD PASS.* This app is not good. EDIT REPLYING TO DEV RESPONSE: I don't download apps to help developers fix them, i download them to USE them. I have my own things to do every day. This app sucks."
2460,"Installed app and it ran well up until the point I put in all my info. At the point I chose which transactions were bills, recurring fee etc. It crashed and has not opened since. Repeat error that app has closed restart app. Upon restart I get error close app. Kind of pointless if the app can't be used or even opened for that matter."
2461,This sucks. I can't even get past adding my address to use the app. And I'm clicking on the prompted address within the app.
2462,"I have spent 3 days trying to connect my accounts to no success. It constantly sits there in the 'Connecting and Synchronizing' screen; one connected right, another connected but says it can't obtain all transaction data, and 4 other institutions continue to stall out. I don't have the patience to diagnose this nuisance further than I already have."
2463,Couldn't even add account number 1
2464,Random named transactions...  Had about 15 items all saying Netflix.    Not staying synced to my bank account and several days behind when it is.    Please fix it.   Was awesome but not anymore.
2465,"Does not sync since update, otherwise it was one of the best, if not the best out there. I now end up using a combination of other apps. When this gets fixed ill update my rating. Otherwise its useless... Pending transactions still not fixed after emails and prompt responses, sadly ill be moving on."
2466,"The app won't sync with any of my accounts. It set up just fine initially, though. I spent at least an hour adding all of my accounts, bills, income, etc. Now, after I got everything set up, the app has stopped syncing and won't do anything. Don't waste your time."
2467,Cannot reconnect any of my account after update. App is now useless. Uninstalled.   Related: blog hasn't been updated since April. Don't see this company sticking around.
2468,"The app seemed promising, but once I was logged in and set up I realized you can do absolutely nothing unless you subscribe. I don't mind doing that, but when opting in for a free trial it still wanted to charge me for the month. Also, you have to manually add in all income. Still need some work."
2469,"Most merchant names from my institutions came in as wrong and every transaction needed changing manually - both name and category. Unlike other systems I have used, there is no way to then recognize all future transactions from that merchant should be named and categorized that way. Apply to All resulted in EVERY transaction from that financial institution being renamed and categorized. Support wanted me to do their legwork + call AMEX to improve data from their partners. Um no. Cancel."
2470,Updated 6/29/21 - Got used to having this app track expensesand bills. Bank account updated their software and now this app can't connect to it anymore. Now I can't even see what bills are coming up because I can't use the app at all without reconnecting to my bank through this app.
2471,Yet another rubbish budgeting app that doesn't actually work.
2472,This app has a lot of inaccuracies. When I set up my monthly bills it is not tracking them accurately and shows them past due when it's already come out of my account. Also it does not know how to handle the transactions for your credit card ignores the transactions from your main checking account
2473,It's honestly much nicer than some other apps I've tried but it is useless if your paycheck is irregular. Also they act like your profile information is vital but... this is not a social media app. They need that info for data mining and advertisements. All in all I found this app to be more exploitive than helpful.
2474,Couldn't connect Citibank
2475,Doesn't work with One Finance
2476,Won't even connect to santander. Just gives errors nonstop!!!!!
2477,This app is a POS. I couldn't even connect my account.
2478,"App would be great if accounts synced. Unfortunately, that's not the case and my bank account is constantly errored out."
2479,"I can't add my bank account. Multiple days now I just get ""error 102"" please try again in 2 hours. Slightly useless at this point, can't even judge the app"
2480,"Team, I am a first user. Heard good reviews online but the app is unable to connect to accounts. Such bad start, need to remove app now. It's useless"
2481,Started out great but then it stopped linking and displaying my transactions. I tried for over a week multiple times to contact support and no one ever got back to me. Finally I canceled. The next day someone from support contacted me and said their problem was resolved and after prying I got them to give me a free month. One month later they doubled their prices... hmm these guys don't even have their software or support really figured out and they are doubling their prices? I'm going elsewhere
2482,It keeps saying my IP address is suspicious. It won't even let me create a new account even when I deleted the app and reinstalled it.
2483,"Everything was going great the first week or so but my primary bank account couldn't sync up with the app and I tried multiple times for days until I finally contacted support. I gave support the information they needed and no one has gotten back to since then so I'm done 😒 you have to pay for all the good stuff anyways, not worth it!"
2484,"Best budgeting app out there in my opinion, when it works that is. More often then not, can't connect to my bank. Each time there's an issue with their data provider. You would think that they would switch to a different provider like Plaid, but maybe it's just Canadian banks that keep breaking."
2485,it refuses to operate unless you give them access to all of your banking accounts. Which by the way authorizes them to conduct transactions on your behalf. No thanks I'd like to keep my money that's why I'm trying to get a good budgeting app
2486,"Not paying ridiculous cost for ""plus"" just to have normal functionality"
2487,I would rate this higher if support actually responded to my repeated messages about being unable to add additional accounts. I see other people get replies to their reviews. Is anyone ever going to get back to me?
2488,"Not enough access to all of my accounts. (No PayPal, no Varo Bank.) Income forecasting is ridiculous; assuming that my income is a set unchanging salary. It fluctuates with overtime, holidays, etc. It should work with what I've made and deposited, not an assumed set income amount."
2489,Doesn't work properly with Lastpass and gave me errors when I tried to connect my bank accounts. Useless for me unfortunately.
2490,"This will not connect with 5 out of 6 of my financial institutions. When I contacted support they said it was user error, I was entering the wrong credentials. False, how are my credentials going to work online when I sign into my account and not here? There is a problem with this application. Again when I contacted support letting them know I had verified my credentials (I don't use a password manager, I actually know my account info) they came back with the same answer, my problem. Junk"
2491,Required to connect bank accounts.
2492,"Had to reconnect to banks every day, which takes 5+ minutes. Complete waste of time. Would not recommend. Many other budgeting apps don't have this problem."
2493,Doesn't work with RBC. Impossible to use.
2494,"I was excited about this application, but it does not work with Amazon Synchrony bank. I am now obligated to delete everything and find one that does."
2495,The calcualtions are mismatched 2 months in a row(only subscribed for 2 months) due to missing transactions causing uncertainty as to where my finances actually are. This service is not what it was made out to be.
2496,Was great but after the update it had missed A LOT of transactions which makes it pretty useless.
2497,"Would have loved to try it. Unfortunately it forces you to link your financial accounts before you can even set up a budget or really look at the app at all. No way to manually manage an account (such as the cash in your own wallet), which is a feature I need for that anyway, and I also have no interest in linking my financial accounts until I determine whether I even like the app. Bummer"
2498,Loved this app until it no longer worked with my bank Synovus. I purchased it at the holiday price and within 3 months it no longer synced to my bank. They wouldn't provide even a partial refund either. It's the only app that I've found that shows you how much you spend out of the extra money of the month. You can see your pocket money getting less and less with more spending and that's what I need but they can't get the sync issues resolved. Don't get it if you bank with Synovus.
2499,Couldn't even connect to my bank.
2500,Not for me
2501,"I have requested numerous times a full refund for this app which never worked for me and they said, is not possible. To this date there is still an issue with my Chase account that wont sync and numerous issues with missing transactions, etc. I have many tickets opened and none have been resolved. I need a full refund now because I wont be using this app at all. Since day 1 with issues. The support has been poor. Responses take almost a week+. Not acceptable."
2502,This app used to be awesome. I'm a premium subscriber but have recently been having constant issues. I've reached out to the developers multiple times without a response. Disappointed.
2503,Didnt have to wait long to receive an error connction priblem
2504,"Hated, do not installed"
2505,"The ideas behind the app are sound and the simplicity is really nice, but upgrading adds little to no additional features. It took several months to not require manually reconnecting banking information, there was a bug that caused some duplication of transactions (that has yet to be cleaned up) and generally a lack of some basic features make this app little better than a spreadsheet. The main reason I am deleting is due to the horriblely non responsive customer service."
2506,Doesn't show current info on my bank account I might as well just go off my bank app I see no purpose to this if I can't get current information on my accounts
2507,"Could not connect to my bank (102 and 170 errors). Tried every suggestion from their FAQ, my bank website, different browsers. Contacted their customer support and received one automated response they would answer soon but nothing. After 2 weeks, I went with a paid ($10/mo) budget app."
2508,"I'm done with this app! So many intermittent glitches that I can't just trust what I see. Oftentimes when you go into one month to look at the breakdown of purchases in a certain category, it shows purchases from a completely different month! For example, I go to January and open up ""groceries"" and it lists November's grocery purchases instead of January's??!! App is always out of sync. I wasted dozens of hours getting months worth of purchases categorized for nothing. Frustrating."
2509,Paid for plus account but now it has stopped syncing with my accounts. No word back from support.
2510,"I would love to even try this app but keep getting ""error 102"" connection failure whenever I try to add my bank accounts. Yes, I tried them both and they keep failing. Is there a solution?"
2511,"Fairly well designed app with some critical failings, namely the inability to split transactions across categories. Also: customer support does not respond. I made the mistake of buying the premium subscription, thinking it would add multi-category transactions. Developers never responded to several emails."
2512,I would like to budget without being forced to link my bank account.
2513,"Do not recommend. This app has become unusable for me starting July, where my Chase credit card transactions will appear, disappear for a week, then maybe come back. This makes it so that the calculated expenses per month unreliable. They are blaming it on the Chase API and/or the 3rd party that returns duplicate transactions. Well guess what? I don't care. It's been 6 months and they are just going to let this major bug sit there. It is not usable if you use Chase for anything money related."
2514,Can't use without a bank account
2515,"Save your money. Look for another program. One of my MAJOR bank cards, WILL NOT RECONNECT. Support has NOT BEEN ANY HELP. Plus the negative cash dollars in ""your wallet"" does not make any since. This app is a MAJOR LET DOWN. ****RESPONSE****WHEN I PAYED FOR MY YEAR SUBSCRIPTION. IT SYNC'D TO PAYPAL"
2516,My bank account was hacked less that 12 hours after I got the app. Can't figure how to cancel my account on this app. My last review was deleted.
2517,Why every budgeting app wants you to link your back account. Give people the option to use your app with out linking! Uninstalled.
2518,Horrible app that did not deliver promised functions. Now stuck having spent 24 dollars for the premium version of an app that I can't use AND THEY REFUSED TO REFUND ME. HORRIBLE SERVICE AND BAD FOR MANAGING TRANSACTIONS.
2519,Uninstalled after a week of finding it confusing and useless.
2520,won't connect to bank anymore and emailing support doesn't do much
2521,It was good until the app disconnected from my bank account about a week into use. When I try to send back in it said that my credentials were wrong double check with my bank it was perfectly fine. Send an email to support and still haven't gotten any feedback on it still can't use the app if I don't get help to use the app what's the point of having it?
2522,Doesn't have features advertised. It doesn't even have basic things like a consolidation of credit card balance. Its nice to see everything big picture and it doesnt hit this mark.
2523,"Didn't even get started. Can't do anything without connecting your accounts. Want to get in and look at it before setting that up, can't. Uninstalled before even using."
2524,"After contacting support I find out that I have to jump through hoops and it won't be as effective because I, like many in my work situation (retail employee), have a variable income. My hours, week to week, change as my employer schedules me on an 'as needed' basis, so... Won't do me a lick of good."
2525,App doesn't sync info accurately not easy to use
2526,"Horrible experience, the app didn't allow my bank account and their tech team was not the best to deal with. They asked the same questions over and over or were non-responsive. It was a waste of time for me."
2527,"Pretty bummed, was super hopeful that this would get me away from spreadsheets. I downloaded this hoping to be able to View a true balance that factors in bills and savings goals. However, for this reason the app was useless. The number provided for daily budget was so far off based on the few parameters entered."
2528,"This app won't connect with my accounts, I get notifications days after a transaction has occurred, and BEWARE: if you delete your account the company will harass you. Steer clear."
2529,complete waste of alot of time. balances never update. these people dont know what they are doing
2530,Nice design but could not connect to my bank due to an Aggregation error and customer service never respomded.
2531,"This app can be described in two words ""Aggregation error."" I used it for nearly a year hoping it would improve, but it's ability to connect to your various accounts is too inconsistent to make it worth it. I'll be looking elsewhere for this service."
2532,cant even use the stupid app because it says to update but there is no update feature. wth
2533,doesnt work
2534,I tried adding accounts. Most wouldn't work even though they were on the list. Tried adding pay manually but it would automatically change the dates to sometime in the future instead of the day I selected. The app didn't work well overall.
2535,only works with defined bank accounts. So no.
2536,Frustrating App!! This app was rated as one of the 10 best! I have not been able to experience this because I can't even get passed the sign up process. I have been trying to link my bank account to this app for several days now each with 15 attempts or more at least to do so. I have tried my phone as well as my tablet to connect with no success. I think I will move on to the next one on the 10 best apps list!!!
2537,Great design poorly implemented. A very disappointing experience. Paying for plus to track Cash bills is a rip off.
2538,"how can i delete my account and email? i didnt link my bank yet, but i want to delete my email and not use this app and not have your company have my information."
2539,I kept reading these issues have been solved but they haven't. I've had nothing but trouble connecting any and all accounts. Don't bother replying because the app has already been deleted. Why would I want something having this much trouble deal with my finances?
2540,Doesn't connect to my bank. Keep getting aggregation error message. Selected option to contact support and no response. Was excited about this app but I'm deleting it since it's useless if it can't link to my account to track my bills.
2541,"I enrolled in the free trial and quit using the app. it has been charging me monthly even though I never continued using it after initial setup. this app is a scam, caharging 3.99 a month. I deleted my account and I am hoping that it will discontinue the charges as there was no option to change my subscription service through the app. I am extremely disappointed."
2542,you have to link your bank accounts....not what i wanted
2543,"Can't even use the app. Can't do anything with the app unless you connect your account. It doesn't let me connect my account even though my bank is on their ""most popular"" banks list. Contacted their tech support just to be told ""our data aggregation partners are still working on your issue."" Thanks for trying but it's useless to me. DELETED. Let me know when the problems fixed. I'll update my review. Thanks."
2544,"Was excited about this service but i cant even create an account or log in, even on the website. Guess I'll find something else."
2545,Could you please add Horizon Credit Union so I can use your app
2546,Many other finance apps let you budget without connecting to a bank account. This app does not. No good!
2547,"I simply cannot get passed the account link phase. I will link account, then says to verify code via text. After that it says it is verifying, will do this for several minutes and suddenly stop. I've done this process about 10 times and no access."
2548,"Can't run without syncing to a bank account, but they don't offer my bank effectively making it useless."
2549,"It's been 15 days since it's updated my bank account balance and transactions. 15 days!! What's the point of having an app that tracks your bank accounts if it's not going to do that? That's the one feature that I got this app for and it fails miserably in that ever important aspect.. My bank is Bank of America, so it's not even a small bank."
2550,"If it wasn't so slow, it might be a nice app. What ""shouldn't take more 
than a minute..."" was taking 10. I dont have time to set up each of my 
accounts at 10 mins a piece. Would love to love it but never made it past 
my 1st account setup."
2551,"App was not what I was looking for. Canceled subscription and uninstalled 
but still being charged!"
2552,"Does not add various know financial entities as PayPal, needed to sync 
absolutely everything to be useful, otherwise it defends the purpose having 
to check more than one place for totals"
2553,"Nothing simple about it. After importing tons of info, and marking income 
and bills, the app doesn't recognize new transactions properly and doesn't 
count them towards the correct categories. When I try to correct the errors 
it just deletes the category altogether and I have to set it up all over 
again. What's the point of trying to track stuff if I could do it easier on 
paper?"
2554,"Doesn't work unless you have a US bank account that you can link with the 
app."
2555,"Was not able to link any of my accounts. Normally I would just uninstall 
apps like this, except apparently the people who run this app _really_ want 
engagement. I got at least 3 emails and around 10 notifications from this 
PoS before I finally got rid of it. Avoid at all costs, or at least sign up 
with a fake email and disable notifications"
2556,So hard to enter things. I wanted my mortgage to be a recurring bill and kept asking me if i want it removed.
2557,"Won't even let me link my accounts. Waste of time, not bothering with it."
2558,"Why should I have to make an account? Too much BS. Just let me make a comprehensive list of expenses and bills and income.  (Reply) I don't appreciate that at all. Not only is that just another point of possible security failure (a massive one if you ask me) when it comes to my important personal and private information that no third party has any business with, it's also an annoyance to me as I want full control over the information that goes into any budget app. I have since found exactly what I need from a different app."
2559,Useless app. I try to add my income it tells me no transactions found. I try to add a bill it tells me no transactions found. I try to add it manually but I have to upgrade to the plus version. Don't waste your time with this app.
2560,Force you to add bank account
2561,I can't download it to my phone!
2562,Can't use app without allowing access to bank account. Should not be a necessity.
2563,"Great idea in concept, but couldn't link due to 'aggregation' error. After multiple attempts to contact customer service over the course of 2 weeks with no response, gave up. Didn't work at all as a result and was a waste of time."
2564,"Asks me random security questions to connect my bank account, so I can't connect it. Therefore I can't use the app"
2565,"Why pull back existing features from your users, like the more refined categories for expenses, and ask them to pay to get them back? Especially after investing a lot of time into making sure everything was clustered well. This is just terrible user experience… except if you are in the drug dealing business, of course…"
2566,"After installing and connecting to my account, i couldnt add my own bills or expenses. They obky wanted to use what was in my online bank accounts."
2567,"Added my bank just fine, but then failed to add my paypal account. When trying to set up my income sources, it didn't even provide an option to ""add"" any, but instead listed the money deposits from my bank account, assuming those were my only income, and ONLY allowed me to choose from those! So I can't make cash for income? On top of all the INCREDIBLY personal questions it FORCES you to answer to even set it up (net worth, etc), this one is a *HARD PASS.* This app is not good. EDIT REPLYING TO DEV RESPONSE: I don't download apps to help developers fix them, i download them to USE them. I have my own things to do every day. This app sucks."
2568,Would have been a five star review but yesterday the virtual card on my partners app was hacked. Repeat purchases were made at target in large quantities until the balance on our joint account was $0. There is no fraud alert or policies in place to auto lock the card and stop suspicious purchases. Called customer service and was told we have to call back when the charges are no longer pending to report it and then there is a 45-90 day investigation period before we get our money back. NO THANKS
2569,It won't let me open it. It keeps telling me to resubmit in a few minutes. I haven't been able to check my bills at all. I've even tried Uninstalling it. Please fix!
2570,Constantly having an issue with this app from unexplained purchases to them continually logging us out of our accounts it's getting tiring
2571,"- Couldn't add a bank account - non intuitive interface with no information on what it means ""which device"". Asked support for help and haven't heard back in 2 weeks. - App non responsive on first time use when data sync happens"
2572,I have been using this app for a couple of years and love it but due to recent updates it will no longer work on my tablet. I have contacted support and received no answers as to why tablets were removed. I still use the app but unfortunatly I have to use an android emulator on my pc to use it. If tablet support comes back I will gladly change my review because it has the potetial to be the best couples money managing app. Update still has not been resolved.
2573,I think its a great ide. But its qay not accurate. I try to refresh it and its been 8 days since the last update shows the wrong balances and purchases. Like i said would be great but doesnt work. Going online to your bank and seeing what you have done is easier. Uninstalling after having it for a month.
2574,"This is a great app for organizing various accounts with your partner. However, a major drawback is the ads/articles posted under the 'Activity' tab. Under that tab I should be able to quickly see a summary of all activity on all linked accounts. But no, I have to sift through these unrelated ads/articles to find my activity. It's usually nestled in between the articles or all the way at the bottom. As far as I can tell, there are no settings to change this. Considering different apps bc of this"
2575,"Buggy. I have tried to make three separate actions on this app 1. Add my bank account. 2. Add line item budgeting 3. Contact customer service. All three have had different bugs from closing the out to app entirely to telling me the action won't work to try again later. Will be uninstalling. Chances are if you need this app, you're financially stressed and the bug issues absolutely do not help. I never got to experience what this app does bc I can't even get past the set up without issues."
2576,"Not accommodating to anything you would seek an app like this for in the first place! Joint function is a gimmick, nothing else works. My CC accounts always somehow fail to ""respond"" in order to sync. And it supports Chime Checking/Savings, but gives zero acknowledgement of the credit builder account they offer alongside those, which is mainly intended to be used in place of checking, and is amazing. So neither me or my SO can use this since it doesn't give us accurate/relevant figures at all."
2577,"Can't believe this is an ""Editors Choice""!!! My checking only showed spending, not deposits. Thought it might be my bank. Could not find any way to manually enter my deposits (checking or cash), or cash spending. I emailed support, and have waited over a week without a response. The app is worthless, and I can't believe I trusted them with my banking information."
2578,"Major issues for me personally. I've had no luck linking my bank and the app. The app gets confused and asks for information prematurely. Information you could only see if your accounts are successfully linked. It's difficult to explain...which is probably why I have been ghosted by customer service for the last few days. Last I heard the engineering team was looking to fix the issue? Who knows? Seems to me this app just wasn't ready to be released, and has been playing ""catch up"" ever since."
2579,"So the app itself is not terrible, I wish more to inform everyone to stay away from the banking option they have rolled out. I've tried using it one time so far via sending some money with my direct deposit, unfortunately I cannot tell you anything past that point due to the horrendous and awful service. The money did not show up so I called customer service just to be rum around because the information to verify my account, which I was reading from the app, was incorrect. I do not recommend."
2580,"OK, this app does not in any form allow for a budget. Unless I am missing something. The UI is way to complicated. You cant seem to do anything without syncing your cards and checking account. It should be called a money tracker, not a budget planner. A budget is created for different categories. Then each item adjusted for each category as money is removed. Not helpful, unless you have zero experience with book keeping."
2581,"Haven't been able to connect my accounts for months. Robinhood and vanguard haven't been able to connect for months. I reached out to support multiple times since March and received the same exact response everytime. ""This issue is affecting many users, we will reach out with an update"". Useless. And it's frustrating not being able to connect"
2582,"this app was perfect until until it crashed today. I tried to open the app multiple times all day and it wouldn't allow me, it just wouldn't open kept crashing. I then contacted the customer service via email and they said they would look into it. But nothing has changed . If they fix this I'll change it to 5 star because i did enjoy using this app alot."
